index, matrix_size, precision, error, time, iterations, min_val, max_val
87, 5, 1.000000e-02, 3.884225e-19, 57333, 1, -1.000000e+09, 1.000000e+09, 
88, 5, 1.000000e-02, 6.303446e-19, 49777, 1, -1.000000e+09, 1.000000e+09, 
89, 5, 1.000000e-02, 2.104612e-18, 51556, 1, -1.000000e+09, 1.000000e+09, 
90, 5, 1.000000e-02, 6.461542e-20, 51112, 1, -1.000000e+09, 1.000000e+09, 
91, 5, 1.000000e-02, 2.967904e-19, 40000, 1, -1.000000e+09, 1.000000e+09, 
92, 5, 1.000000e-02, 6.172894e-19, 49777, 1, -1.000000e+09, 1.000000e+09, 
93, 5, 1.000000e-02, 3.929693e-19, 48000, 1, -1.000000e+09, 1.000000e+09, 
94, 5, 1.000000e-02, 2.376532e-19, 47112, 1, -1.000000e+09, 1.000000e+09, 
95, 5, 1.000000e-02, 2.452838e-18, 44000, 1, -1.000000e+09, 1.000000e+09, 
96, 5, 1.000000e-02, 7.591814e-19, 49334, 1, -1.000000e+09, 1.000000e+09, 
97, 5, 1.000000e-02, 1.169112e-18, 53778, 1, -1.000000e+09, 1.000000e+09, 
98, 5, 1.000000e-02, 1.362279e-19, 34223, 1, -1.000000e+09, 1.000000e+09, 
99, 5, 1.000000e-02, 5.611313e-19, 40889, 1, -1.000000e+09, 1.000000e+09, 
0, 5, 1.000000e-03, 1.854291e-19, 39556, 1, -1.000000e+09, 1.000000e+09, 
1, 5, 1.000000e-03, 6.239220e-19, 39111, 1, -1.000000e+09, 1.000000e+09, 
2, 5, 1.000000e-03, 9.724277e-19, 40445, 1, -1.000000e+09, 1.000000e+09, 
3, 5, 1.000000e-03, 4.229063e-19, 49777, 1, -1.000000e+09, 1.000000e+09, 
4, 5, 1.000000e-03, 2.131337e-18, 43555, 1, -1.000000e+09, 1.000000e+09, 
5, 5, 1.000000e-03, 7.614700e-19, 42667, 1, -1.000000e+09, 1.000000e+09, 
6, 5, 1.000000e-03, 1.072529e-19, 42667, 1, -1.000000e+09, 1.000000e+09, 
7, 5, 1.000000e-03, 9.195894e-19, 48000, 1, -1.000000e+09, 1.000000e+09, 
8, 5, 1.000000e-03, 1.980297e-19, 45333, 1, -1.000000e+09, 1.000000e+09, 
9, 5, 1.000000e-03, 6.331251e-19, 42666, 1, -1.000000e+09, 1.000000e+09, 
10, 5, 1.000000e-03, 1.203549e-18, 44444, 1, -1.000000e+09, 1.000000e+09, 
